CUT REGIONAL,Comuna,Establecimiento,Teléfono,,,,,
14201,La Unión,Clínica del Trabajador AChS,642322875,,,,,
14201,La Unión,Centro de Salud Mutual CChC La Unión,642322070,,,,,
14201,La Unión,Sociedad laboratorio Clínico Unión Ltda.,642426044,,,,,
14201,La Unión,Laboratorio Austral Ltda.,642323055,,,,,
14201,La Unión,Laboratorio Beneficiencia Osorno,,,,,,
14201,La Unión,Centro de Salud Familiar Dr. Alfredo Gantz Mann,632336770,,,,,
14201,La Unión,Centro Comunitario de Salud Familiar Dr. Alberto Daiber,647408,,,,,
14203,Lago Ranco,SAPU Ranco,632491504,,,,,
14203,Lago Ranco,Posta de Salud Rural Pitriuco,,,,,,
14203,Lago Ranco,Posta de Salud Rural Illahuape,,,,,,
14203,Lago Ranco,Centro Comunitario de Salud Familiar Riñinahue,,,,,,
14203,Lago Ranco,Posta de Salud Rural Calcurrupe,,,,,,
14203,Lago Ranco,Posta de Salud Rural Pocura,,,,,,
14203,Lago Ranco,Posta de Salud Rural Rupumeica,,,,,,
14203,Lago Ranco,Centro de Salud Familiar Juan Santa María Bonet,632491505,,,,,
14103,Lanco,SAPU Malalhue,,,,,,
14103,Lanco,Hospital de Lanco,632264650,,,,,
14103,Lanco,Centro de Salud Familiar Malalhue,632316231,,,,,
14104,Los Lagos,Posta de Salud Rural El Salto,,,,,,
14104,Los Lagos,Posta de Salud Rural Las Huellas,,,,,,
14104,Los Lagos,Posta de Salud Rural Antilhue,,,,,,
14104,Los Lagos,Posta de Salud Rural Riñihue,,,,,,
14104,Los Lagos,Posta de Salud Rural Folilco,,,,,,
14104,Los Lagos,Posta de Salud Rural Malihue,,,,,,
14104,Los Lagos,Posta de Salud Rural Pellinada,632460305,,,,,
14104,Los Lagos,Centro Comunitario de Salud Familiar Manuel Miranda,632462101,,,,,
14104,Los Lagos,Hospital de Los Lagos,632264100,,,,,
14104,Los Lagos,Laboratorio Sociedad Andrade Salas y Cía. Ltda.,632461295,,,,,
14104,Los Lagos,Centro de Salud Familiar Los Lagos,632460303,,,,,
14104,Los Lagos,Centro Comunitario de Salud Familiar Folilco,,,,,,
14105,Máfil,Posta de Salud Rural Huichaco,,,,,,
14105,Máfil,Centro de Salud Familiar Máfil,632411751,,,,,
14105,Máfil,Centro Comunitario de Salud Familiar Máfil,,,,,,
14106,Mariquina,Posta de Salud Rural Chan Chan,,,,,,
14106,Mariquina,Posta de Salud Rural Mehuín,,,,,,
14106,Mariquina,Posta de Salud Rural Mississippi,,,,,,
14106,Mariquina,Posta de Salud Rural Pelchuquín,,,,,,
14106,Mariquina,Posta de Salud Rural Ciruelos,,,,,,
14106,Mariquina,Posta de Salud Rural Alepué,,,,,,
14106,Mariquina,Posta de Salud Rural Iñipulli,,,,,,
14106,Mariquina,Centro Comunitario de Salud Familiar Mehuín,,,,,,
14106,Mariquina,Centro Comunitario de Salud Familiar Dr. Silva de La Paz (San Francisco),632333976,,,,,
14106,Mariquina,Hospital de Mariquina,,,,,,
14106,Mariquina,Centro de Salud Familiar San José de la Mariquina,632333410,,,,,
14107,Paillaco,Posta de Salud Rural Reumén,,,,,,
14107,Paillaco,Posta de Salud Rural Pichirropulli,,,,,,
14107,Paillaco,Posta de Salud Rural Aguas Negras,,,,,,
14107,Paillaco,Posta de Salud Rural Santa Rosa (Paillaco),,,,,,
14107,Paillaco,Posta de Salud Rural Santa Filomena (Paillaco),,,,,,
14107,Paillaco,Hospital de Paillaco,632264200,,,,,
14107,Paillaco,Centro de Salud Familiar Lautaro Caro Ríos,632264500,,,,,
14108,Panguipulli,SAPU Panguipulli,632264080,,,,,
14108,Panguipulli,Posta de Salud Rural Melefquén,,,,,,
14108,Panguipulli,Posta de Salud Rural Huitag,,,,,,
14108,Panguipulli,Posta de Salud Rural Neltume,,,,,,
14108,Panguipulli,Centro Comunitario de Salud Familiar Liquiñe,,,,,,
14108,Panguipulli,Posta de Salud Rural Pirihueico,,,,,,
14108,Panguipulli,Posta de Salud Rural Cayumapu,,,,,,
14108,Panguipulli,Posta de Salud Rural Bocatoma,,,,,,
14108,Panguipulli,Posta de Salud Rural Lago Neltume,632310465,,,,,
14108,Panguipulli,Centro Comunitario de Salud Familiar Neltume,631973672,,,,,
14108,Panguipulli,Hospital Padre Bernabé de Lucerna (Panguipulli) (D),632242200,,,,,
14108,Panguipulli,Laboratorio Frilab,632311579,,,,,
14108,Panguipulli,Centro de Salud Familiar Panguipulli,632311358,,,,,
14108,Panguipulli,Centro de Salud Familiar Coñaripe,632317274,,,,,
14108,Panguipulli,Centro de Salud Familiar Choshuenco,632310467,,,,,
14204,Río Bueno,Posta de Salud Rural Crucero (Río Bueno),,,,,,
14204,Río Bueno,Posta de Salud Rural Vivanco,,,,,,
14204,Río Bueno,Posta de Salud Rural Carimallín,,,,,,
14204,Río Bueno,Posta de Salud Rural Trapi,,,,,,
14204,Río Bueno,Posta de Salud Rural Cayurruca,,,,,,
14204,Río Bueno,Posta de Salud Rural Futahuente,,,,,,
14204,Río Bueno,Posta de Salud Rural Mantilhue,,,,,,
14204,Río Bueno,SAPU Río Bueno,642344550,,,,,
14204,Río Bueno,Hospital de Río Bueno,642335350,,,,,
14204,Río Bueno,Centro de Salud AChS Río Bueno,632341740,,,,,
14204,Río Bueno,Policlínico de Atención Primaria Gendarmería de Chile,642341344,,,,,
14204,Río Bueno,Laboratorio Clínico Suranálilsis Ltda.,642341670,,,,,
14204,Río Bueno,Centro de Salud Familiar Río Bueno,642344551,,,,,
14101,Valdivia,Posta de Salud Cayumapu,632296108,,,,,
14101,Valdivia,SAPU Niebla,632282037,,,,,
14101,Valdivia,Posta de Salud Rural Huellelhue,,,,,,
14101,Valdivia,Posta de Salud Rural Curiñanco,,,,,,
14101,Valdivia,Posta de Salud Rural Morrompulli,,,,,,
14101,Valdivia,COSAM Comunitario Las Ánimas,632239295,,,,,
14101,Valdivia,COSAM Angachilla,632239290,,,,,
14101,Valdivia,Centro Comunitario de Salud Familiar Barrios Bajos,632265211,,,,,
14101,Valdivia,Centro Comunitario de Salud Familiar Consultorio Las Ánimas,632265331,,,,,
14101,Valdivia,Centro Comunitario de Salud Familiar Gil de Castro,632265340,,,,,
14101,Valdivia,Centro Comunitario de Salud Familiar Cons. Angachilla,632265320,,,,,
14101,Valdivia,Centro Comunitario de Salud Familiar Pablo Neruda,632264273,,,,,
14101,Valdivia,SAPU Las Ánimas,632296108,,,,,
14101,Valdivia,SAPU Gil de Castro,632288800,,,,,
14101,Valdivia,SAPU Angachilla,632220316,,,,,
14101,Valdivia,Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S de Valdivia),,,,,,
14101,Valdivia,PRAIS (S.S. Valdivia),,,,,,
14101,Valdivia,Clínica Dental Móvil A Rural Triple. Pat. BKYS94 (Valdivia),,,,,,
14101,Valdivia,Clínica Dental Móvil B Urbana Triple. Pat. BKYS92 (Valdivia),,,,,,
14101,Valdivia,Hospital Clínico Regional (Valdivia),632263390,,,,,
14101,Valdivia,Clínica Alemana Valdivia,632246200,,,,,
14101,Valdivia,Clínica Mutual de Seguridad CChC Valdivia,632254700,,,,,
14101,Valdivia,Centro CONIN Valdivia,632233060,,,,,
14101,Valdivia,Megasalud S.A Centro Médico y Dental Valdivia,632200750,,,,,
14101,Valdivia,Policlínico Carabineros Valdivia,632241526,,,,,
14101,Valdivia,Centro Clínico Militar,632247300,,,,,
14101,Valdivia,Centro de Salud Universidad Austral de Chile,632221321,,,,,
14101,Valdivia,Centro de Salud Masisa,632217862,,,,,
14101,Valdivia,Policlínico Astilleros y Servicios Navales ASENAV,632216102,,,,,
14101,Valdivia,Centro Penitenciario Valdivia,632281623,,,,,
14101,Valdivia,Policlínico Infodema,632216151,,,,,
14101,Valdivia,Clínica Collico,632235970,,,,,
14101,Valdivia,Clínica del Trabajador AChS de Valdivia,632291110,,,,,
14101,Valdivia,Centro Médico Beaucheff,632244581,,,,,
14101,Valdivia,Centro Médico Surmedica,632229500,,,,,
14101,Valdivia,CMA Costanera,632219376,,,,,
14101,Valdivia,Centro Odontológico Costanera,632219376,,,,,
14101,Valdivia,Policlínico Regional de Gendarmería,632253290,,,,,
14101,Valdivia,Laboratorio Clínico Centro Médico Valdivia,632213453,,,,,
14101,Valdivia,Laboratorio Clínico Valdivia,632244584,,,,,
14101,Valdivia,Laboratorio Clínico Sociedad Cruz y Guiresse Ltda.,632229506,,,,,
14101,Valdivia,Laboratorio de la Clínica Alemana de Valdivia,632246100,,,,,
14101,Valdivia,Laboratorio Clínico e Inversiones Médicas y Diagnósticas Ltda.,632249268,,,,,
14101,Valdivia,Sociedad Laboratorio Especialidades Médicas Ltda.,632213886,,,,,
14101,Valdivia,Laboratorio Clínico y Especialidades Ltda,,,,,,
14101,Valdivia,Laboratorio de Nefrología e Histocompatibilidad Universidad Austral de Chile,,,,,,
14101,Valdivia,Laboratorio Clínico Laboclin,,,,,,
14101,Valdivia,Laboratorio de Histología y Citopatología Valdivia Ltda.,,,,,,
14101,Valdivia,Laboratorio Clínico Bionet S.A,,,,,,
14101,Valdivia,Centro de Salud Familiar Externo Valdivia,632265000,,,,,
14101,Valdivia,Centro de Salud Familiar Las Ánimas,632296108,,,,,
14101,Valdivia,Centro de Salud Familiar Dr. Jorge Sabat Gozalo (Ex Gil de Castro),632214693,,,,,
14101,Valdivia,Centro de Salud Familiar Niebla,632282037,,,,,
14101,Valdivia,Centro de Salud Familiar Angachilla,632220316,,,,,
14101,Valdivia,Posta de Salud Rural Punucapa,,,,,,
14101,Valdivia,SAR Barrios Bajos,,,,,,
14101,Valdivia,Centro Comunitario de Salud Familiar Guacamayo,632686012,,,,,
14101,Valdivia,Centro de Diálisis Nephrocare Los Ríos,632233329,,,,,
14101,Valdivia,Centro de Diálisis Valdivia,632244248,,,,,
14101,Valdivia,Centro Médico Docente Asistencial Universidad San Sebastián,632632851,,,,,
14101,Valdivia,Centro Médico Docente Asistencial Universidad Santo Tomás,632284153,,,,,
14101,Valdivia,Centro Odontológico Uno Saluld Dental Valdivia,,,,,,
14101,Valdivia,Instituto de Rehabilitación Infantil TELETÓN (Valdivia),632280000,,,,,
10202,Ancud,Centro Comunitario de Salud Familiar Puntra Degañ,968786403,,,,,
10202,Ancud,Hospital de Ancud,652656356,,,,,
10202,Ancud,Vacunatorio Rosalía Muñoz,652623096,,,,,
10202,Ancud,Policlínico de la AChS Ancud,652622737,,,,,
10202,Ancud,Laboratorio Clínico y Hematológico Ancud,,,,,,
10202,Ancud,Centro de Salud Familiar Pudeto Bajo,652623622,,,,,
10202,Ancud,Centro de Salud Familiar Dr. Manuel Ferreira Guzman,652623623,,,,,
10202,Ancud,Posta de Salud Rural Linao,993270489,,,,,
10202,Ancud,Posta de Salud Rural Chacao,652696244,,,,,
10202,Ancud,Posta de Salud Rural Quetalmahue,994612483,,,,,
10202,Ancud,Posta de Salud Rural Nal,994447180,,,,,
10202,Ancud,Posta de Salud Rural Manao,993813299,,,,,
10202,Ancud,Posta de Salud Rural Guabún,981697250,,,,,
10202,Ancud,Posta de Salud Rural Puntra,993193768,,,,,
10202,Ancud,Posta de Salud Rural Caulín,997468119,,,,,
10202,Ancud,Posta de Salud Rural Coipomo,983440711,,,,,
10202,Ancud,Centro Comunitario de Salud Familiar Bellavista,652628283,,,,,
10202,Ancud,Policlínico de la Mutual de Seguridad CChC Ancud,652623028,,,,,
10202,Ancud,Laboratorio Clínico Bionet,,,,,,
10202,Ancud,Laboratorio Clínico y Hematológico San José,,,,,,
10102,Calbuco,Consulta Dental La Araucana Salud,,,,,,
10102,Calbuco,Posta de Salud Rural Pargua,,,,,,
10102,Calbuco,Posta de Salud Rural Putenio,,,,,,
10102,Calbuco,Centro Comunitario de Salud Familiar Texas,652779390,,,,,
10102,Calbuco,Posta de Salud Rural Aguantao,,,,,,
10102,Calbuco,Posta de Salud Rural Peñasmo,,,,,,
10102,Calbuco,Posta de Salud Rural Avellanal,,,,,,
10102,Calbuco,Posta de Salud Rural Tabón,,,,,,
10102,Calbuco,Posta de Salud Rural Huar,,,,,,
10102,Calbuco,Posta de Salud Rural Chauquear,,,,,,
10102,Calbuco,Posta de Salud Rural Chayahue,,,,,,
10102,Calbuco,Posta de Salud Rural Pergue,,,,,,
10102,Calbuco,Posta de Salud Rural Quetrulauquén,,,,,,
10102,Calbuco,Posta de Salud Rural San Antonio (Calbuco),,,,,,
10102,Calbuco,Posta de Salud Rural San Agustín (Calbuco),,,,,,
10102,Calbuco,Posta de Salud Rural Chope,,,,,,
10102,Calbuco,Posta de Salud Rural Machil,,,,,,
10102,Calbuco,Posta de Salud Rural Queullín,,,,,,
10102,Calbuco,Posta de Salud Rural San Ramón (Calbuco),,,,,,
10102,Calbuco,Posta de Salud Rural Huayún,,,,,,
10102,Calbuco,Hospital de Calbuco,652328840,,,,,
10102,Calbuco,Centro de Salud Familiar Calbuco,,,,,,
10201,Castro,Laboratorio Clínico el Bosque,,,,,,
10201,Castro,Laboratorio Clínico Austral,,,,,,
10201,Castro,Centro Comunitario de Salud Familiar Gamboa,,,,,,
10201,Castro,Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S de Chiloé),,,,,,
10201,Castro,PRAIS (S.S Chiloé),,,,,,
10201,Castro,Clínica Dental Móvil Triple. Pat. BKYS90 (Castro),327601,,,,,
10201,Castro,Hospital de Castro,652650548,,,,,
10201,Castro,Buque Cirujano Videla,,,,,,
10201,Castro,Centro Médico Austral,652633954,,,,,
10201,Castro,Clínica de la AChS Castro,652639410,,,,,
10201,Castro,Policlínico de la AChS Castro,652639430,,,,,
10201,Castro,Centro Médico y Dental La Araucana Castro,,,,,,
10201,Castro,Centro Médico y Dental La Araucana Ancud,,,,,,
10201,Castro,Policlínico del Instituto de Seguridad del Trabajo Ancud,652622259,,,,,
10201,Castro,Policlínico del Instituto de Seguridad del Trabajo Castro,652637740,,,,,
10201,Castro,Laboratorio Clínico y Hematológico Biolab,,,,,,
10201,Castro,Laboratorio Clínico Austral,,,,,,
10201,Castro,Laboratorio Clínico y Hematológico Biolab Ltda. ECOSUR,,,,,,
10201,Castro,Laboratorio Clínico Chiloé,,,,,,
10201,Castro,Centro de Salud Familiar Dr. René Tapia Salgado,652632216,,,,,
10201,Castro,Posta de Salud Rural Curahue,962390407,,,,,
10201,Castro,Posta de Salud Rural Puyán,962390772,,,,,
10201,Castro,Centro Comunitario de Salud Familiar Rilán,975887827,,,,,
10201,Castro,Posta de Salud Rural Quehui,975591391,,,,,
10201,Castro,Posta de Salud Rural Chelín,975591357,,,,,
10201,Castro,Posta de Salud Rural Yutuy,962390631,,,,,
10201,Castro,Posta de Salud Rural Pid - Pid,962390272,,,,,
10201,Castro,Centro Comunitario de Salud Familiar Llau Llao,652328680,,,,,
10201,Castro,Policlínico de la Mutual de Seguridad CChC Castro,652632784,,,,,
10201,Castro,SAPU Castro,652773080,,,,,
10201,Castro,Centro de Salud Familiar Quillahue,652773080,,,,,
10201,Castro,Centro Comunitario de Salud Familiar Kintunien,652537081,,,,,
10401,Chaitén,Posta de Salud Rural Chulín,,,,,,
10401,Chaitén,Posta de Salud Rural Buill,,,,,,
10401,Chaitén,Posta de Salud Rural Talcán,,,,,,
10401,Chaitén,Posta de Salud Rural Nayahue,,,,,,
10401,Chaitén,Posta de Salud Rural Chumeldén,,,,,,
10401,Chaitén,Posta de Salud Rural Ayacara,,,,,,
10401,Chaitén,Posta de Salud Rural El Frío o Santa Lucía,,,,,,
10401,Chaitén,Posta de Salud Rural Chana,,,,,,
10401,Chaitén,Posta de Salud Rural Hueque,,,,,,
10401,Chaitén,Posta de Salud Rural Casa de Pesca,,,,,,
10401,Chaitén,Centro Comunitario de Salud Familiar de Ayacara,,,,,,
10401,Chaitén,Hospital de Chaitén,652731344,,,,,
10203,Chonchi,Centro de Salud Familiar Chonchi,652671240,,,,,
10203,Chonchi,Posta de Salud Rural Terao,,,,,,
10203,Chonchi,Posta de Salud Rural Chanquín,,,,,,
10203,Chonchi,Posta de Salud Rural Petanes Bajos,,,,,,
10203,Chonchi,Posta de Salud Rural Rauco,,,,,,
10203,Chonchi,Posta de Salud Rural Pulpito,,,,,,
10203,Chonchi,Posta Natri,,,,,,
10203,Chonchi,Posta Curaco de Vilopulli,,,,,,
10203,Chonchi,Posta Nalhuitad,,,,,,
10203,Chonchi,Posta Cucao,,,,,,
10203,Chonchi,Centro Comunitario de Salud Familiar Huillinco,,,,,,
10103,Cochamó,Posta de Salud Rural Pocoihuén,,,,,,
10103,Cochamó,Posta de Salud Rural Valle El Frío,,,,,,
10103,Cochamó,Posta de Salud Rural Llaguepe,,,,,,
10103,Cochamó,Posta de Salud Rural Cochamó,,,,,,
10103,Cochamó,Centro de Salud Familiar Cochamó,659382,,,,,
10103,Cochamó,Posta de Salud Rural Sotomó,,,,,,
10103,Cochamó,Posta de Salud Rural Llanada Grande,,,,,,
10103,Cochamó,Posta de Salud Rural Paso El Bolsón o Segundo Corral,,,,,,
10103,Cochamó,Posta de Salud Rural Paso El León,,,,,,
10204,Curaco de Vélez,Centro de Salud Familiar Curaco de Vélez,652259477,,,,,
10204,Curaco de Vélez,Posta de Salud Rural Huyar Alto,,,,,,
10204,Curaco de Vélez,Posta de Salud Rural Palqui,,,,,,
10205,Dalcahue,Centro de Salud Familiar Dalcahue,652641295,,,,,
10205,Dalcahue,Posta de Salud Rural Mocopulli,,,,,,
10205,Dalcahue,Posta de Salud Rural Quetalco,,,,,,
10205,Dalcahue,Posta de Salud Rural Calén,,,,,,
10205,Dalcahue,Posta de Salud Rural Tenaún,,,,,,
10205,Dalcahue,Posta de Salud Rural Puchaurán,,,,,,
10205,Dalcahue,Posta de Salud Rural Butalcura,,,,,,
10104,Fresia,Posta de Salud Rural Parga,,,,,,
10104,Fresia,Posta de Salud Rural Tegualda,,,,,,
10104,Fresia,Posta de Salud Rural Polizones,,,,,,
10104,Fresia,Posta de Salud Rural Cau,,,,,,
10104,Fresia,Posta de Salud Rural Mañío,,,,,,
10104,Fresia,Posta de Salud Rural El Mirador,,,,,,
10104,Fresia,Posta de Salud Rural Traiguén (Fresia),,,,,,
10104,Fresia,Posta de Salud Rural Las Cruces ( Fresia),,,,,,
10104,Fresia,Posta de Salud Rural Línea Sin Nombre,,,,,,
10104,Fresia,Hospital de Fresia,652328749,,,,,
10105,Frutillar,Posta de Salud Rural Casma,,,,,,
10105,Frutillar,Posta de Salud Rural Centinela,,,,,,
10105,Frutillar,Centro Comunitario de Salud Familiar Pantanosa,,,,,,
10105,Frutillar,Hospital de Frutillar,652326929,,,,,
10105,Frutillar,Centro de Salud Familiar Frutillar Alto,800500003,,,,,
10105,Frutillar,SAPU Frutillar,652421405,,,,,
10402,Futaleufú,Posta de Salud Rural El Azul,,,,,,
10402,Futaleufú,Posta de Salud Rural El Espolón,,,,,,
10402,Futaleufú,Hospital de Futaleufú,652326800,,,,,
10403,Hualaihué,Centro de Salud Familiar Río Negro Hornopirén,652328630,,,,,
10403,Hualaihué,Posta de Salud Rural Aulén,,,,,,
10403,Hualaihué,Posta de Salud Rural Rolecha,,,,,,
10403,Hualaihué,Posta de Salud Rural Contao,,,,,,
10403,Hualaihué,Posta de Salud Rural Hualaihué,,,,,,
10403,Hualaihué,Posta de Salud Rural Chauchil,,,,,,
10107,Llanquihue,Posta de Salud Rural Loncotoro,,,,,,
10107,Llanquihue,Posta de Salud Rural Pellines (Llanquihue),,,,,,
10107,Llanquihue,Posta de Salud Rural Colegual,,,,,,
10107,Llanquihue,Posta de Salud Rural Macal,,,,,,
10107,Llanquihue,Hospital de Llanquihue,652326781,,,,,
10107,Llanquihue,Centro de Salud Familiar Los Volcanes,642336700,,,,,
10106,Los Muermos,Posta de Salud Rural Cañitas,,,,,,
10106,Los Muermos,Posta de Salud Rural Los Piques,,,,,,
10106,Los Muermos,Posta de Salud Rural Cumbre Alta,,,,,,
10106,Los Muermos,Posta de Salud Rural Quillagua (Los Muermos),,,,,,
10106,Los Muermos,Posta de Salud Rural Estaquilla,,,,,,
10106,Los Muermos,Centro de Salud Familiar Los Muermos,652211401,,,,,
10106,Los Muermos,SAPU Los Muermos,652656300,,,,,
10108,Maullín,Posta de Salud Rural Carelmapu,,,,,,
10108,Maullín,Posta de Salud Rural Misquihue,,,,,,
10108,Maullín,Posta de Salud Rural Peñol,,,,,,
10108,Maullín,Posta de Salud Rural Astillero,,,,,,
10108,Maullín,Posta de Salud Rural La Pasada,,,,,,
10108,Maullín,Posta de Salud Rural Quenuir,,,,,,
10108,Maullín,Hospital de Maullín,652326670,,,,,
10108,Maullín,Centro de Salud Familiar Carelmapu,652477401,,,,,
10301,Osorno,CDR de Adultos Mayores con Demencia,642335845,,,,,
10301,Osorno,Consulta Dental La Araucana Salud,,,,,,
10301,Osorno,COSAM ORIENTE,,,,,,
10301,Osorno,Unidad de Memoria AYEKAN,642337366,,,,,
10301,Osorno,Policlínico Centro de Cumplimiento Penitenciario de Osorno,,,,,,
10301,Osorno,Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S de Osorno),,,,,,
10301,Osorno,PRAIS (S.S Osorno),,,,,,
10301,Osorno,Clínica Dental Móvil Triple. Pat. BKYZ91 (Osorno),,,,,,
10301,Osorno,Departamento de Atención Integral Funcionarios,642336327,,,,,
10301,Osorno,Hospital Base San José de Osorno,642336200,,,,,
10301,Osorno,Clínica Alemana de Osorno,642454082,,,,,
10301,Osorno,Centro de Salud Mutual CChC Osorno,642422666,,,,,
10301,Osorno,Megasalud S.A. Centro Médico y Dental Osorno,642269508,,,,,
10301,Osorno,Clínica de la AChS Osorno,642263262,,,,,
10301,Osorno,Vacunatorio Sociedad Centro Médico Cochrane SA,800500012,,,,,
10301,Osorno,Clínica Oftalmológica Survisión,,,,,,
10301,Osorno,Policlínico del Instituto de Seguridad del Trabajo Osorno,642238109,,,,,
10301,Osorno,Centro de Diálisis Dial Sur,,,,,,
10301,Osorno,Centro Médico y Laboratorio Cochrane,,,,,,
10301,Osorno,Laboratorio Luis Pasteur,,,,,,
10301,Osorno,Laboratorio CENDIMET,,,,,,
10301,Osorno,Centro de Salud Familiar Dr. Pedro Jáuregui,800500012,,,,,
10301,Osorno,Centro de Salud Familiar Dr. Marcelo Lopetegui Adams,800500014,,,,,
10301,Osorno,Centro de Salud Familiar Ovejería,800500015,,,,,
10301,Osorno,Centro de Salud Familiar Rahue Alto,800500307,,,,,
10301,Osorno,Centro de Salud Familiar Pampa Alegre,800500016,,,,,
10301,Osorno,Centro de Salud Familiar Quinto Centenario,642232507,,,,,
10301,Osorno,Posta de Salud Rural Pichi Damas,,,,,,
10301,Osorno,Posta de Salud Rural Cancura,,,,,,
10301,Osorno,Centro Comunitario de Salud Familiar Murrinumo,642570460,,,,,
10301,Osorno,Centro Comunitario de Salud Familiar Manuel Rodríguez,642226464,,,,,
10301,Osorno,SAPU Dr. Pedro Jáuregui,642231320,,,,,
10301,Osorno,SAPU Rahue Alto,642475201,,,,,
10301,Osorno,SAPU Dr. Marcelo Lopetegui Adams,642475013,,,,,
10301,Osorno,Policlínico de Funcionarios de la Universidad de Los Lagos,642333000,,,,,
